,2018_UL,,,,,,,,,,
,,,,,,,,,,,
,Data,,,,,,,,,,
,Sample,Subsample,DAS,nEvtTotal,Lumi (pb-1),Original nEvt,Missing data (%),,,,
,SingleMuon,SingleMuon_A,/SingleMuon/Run2018A-UL2018_MiniAODv2_NanoAODv9-v2/NANOAOD,241608232,,241608232  ,0.0000,,,,
,,SingleMuon_B,/SingleMuon/Run2018B-UL2018_MiniAODv2_NanoAODv9-v2/NANOAOD,119918017,,119918017  ,0.0000,,,,
,,SingleMuon_C,/SingleMuon/Run2018C-UL2018_MiniAODv2_NanoAODv9-v2/NANOAOD,109986009,,109986009  ,0.0000,,Color codes,,
,,SingleMuon_D,/SingleMuon/Run2018D-UL2018_MiniAODv2_NanoAODv9-v1/NANOAOD,513909894,,513909894  ,0.0000,,,Not enough luminosity,
,EGamma,EGamma_A,/EGamma/Run2018A-UL2018_MiniAODv2_NanoAODv9-v1/NANOAOD,339013231,,339013231  ,0.0000,,,Very wrong xsec,
,,EGamma_B,/EGamma/Run2018B-UL2018_MiniAODv2_NanoAODv9-v1/NANOAOD,153792795,,153792795  ,0.0000,,,Under process,
,,EGamma_C,/EGamma/Run2018C-UL2018_MiniAODv2_NanoAODv9-v1/NANOAOD,147827904,,147827904  ,0.0000,,,Highlighted comments,
,,EGamma_D,/EGamma/Run2018D-UL2018_MiniAODv2_NanoAODv9-v3/NANOAOD,751683150,,751683150  ,0.0000,,,Using values from AN,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,MC (SM backgrounds),,,,,,,,,,
,/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1*/NANOAODSIM,,,,,,,,Numbers from Angira's AN,,
,Sample,Subsample,DAS sample name,nEvtGen,xSec (pb) (GenXsec),xSec (pb) (Used),Lumi (pb-1),Comments ...,xSec(AN),Lumi (using AN),
,,,,,,,,,,,
,,GluGluZH,GluGluZH_HToWW_ZTo2L_M-125_TuneCP5_13TeV-powheg-pythia8,912088,6.185e-03 +- 6.763e-06 ,0.0026480,344444108.7613,,0.0026480,344444108.7613,
,,ttHToNonbb,ttHToNonbb_M125_TuneCP5_13TeV-powheg-pythia8,7328993,5.013e-01 +- 1.171e-02,0.2118000,34603366.3834,,0.2118000,34603366.3834,
,,VBF_HToZZTo4L,VBF_HToZZTo4L_M125_TuneCP5_13TeV_powheg2_JHUGenV7011_pythia8,477000,3.935e+00 +- 1.774e-02,0.0010100,472277227.7228,,0.0010100,472277227.7228,
,,VHToNonbb,VHToNonbb_M125_TuneCP5_13TeV-amcatnloFXFX_madspin_pythia8,1208288,2.512e+00 +- 1.716e-02,0.0917700,13166481.4209,,0.0917700,13166481.4209,
,,,,,,,,,,,
,Missing samples (found in Angira's AN),,,,,,,,,,
,WW,,WmWmJJ EWK TuneCP5 13TeV-powheg-pythia8,,,,,,,,
,,,WWTo2L2Nu DoubleScattering 13TeV-pythia8,,,,,,,,
,GluGlu,,GluGluToContinToZZTo4mu_13TeV_TuneCP5_MCFM701_pythia8,,,,,,,,
,,,GluGluToContinToZZTo4e_13TeV_TuneCP5_MCFM701_pythia8,,,,,,,,
,,,GluGluToContinToZZTo4tau_13TeV_TuneCP5_MCFM701_pythia8,,,,,,,,
,,,GluGluToContinToZZTo2e2tau_13TeV_TuneCP5_MCFM701_pythia8,,,,,,,,
,,,GluGluToContinToZZTo2e2mu_13TeV_TuneCP5_MCFM701_pythia8,,,,,,,,
,,,GluGluToContinToZZTo2mu2tau_13TeV_TuneCP5_MCFM701_pythia8,,,,,,,,
