100	1.240000
105	1.049000
110	0.895700
115	0.769600
120	0.666700
125	0.578800
130	0.506100
135	0.444600
140	0.392800
145	0.347900
150	0.308800
155	0.275800
160	0.246700
165	0.221600
170	0.199600
175	0.180500
180	0.163200
185	0.147900
190	0.134400
195	0.122600
200	0.111900
205	0.102600
210	0.094010
215	0.086270
220	0.079340
225	0.073250
230	0.067470
235	0.062350
240	0.057690
245	0.053440
250	0.049580
255	0.046120
260	0.042860
265	0.039880
270	0.037200
275	0.034710
280	0.032390
285	0.030280
290	0.028330
295	0.026520
300	0.024870
305	0.023350
310	0.021920
315	0.020620
320	0.019360
325	0.018240
330	0.017170
335	0.016180
340	0.015240
345	0.014390
350	0.013580
355	0.012840
360	0.012120
365	0.011490
370	0.010860
375	0.010270
380	0.009741
385	0.009240
390	0.008765
395	0.008319
400	0.007897
405	0.007497
410	0.007127
415	0.006771
420	0.006442
425	0.006136
430	0.005833
435	0.005565
440	0.005295
445	0.005044
450	0.004811
455	0.004589
460	0.004387
465	0.004179
470	0.003995
475	0.003812
480	0.003644
485	0.003483
490	0.003331
495	0.003185
500	0.003045
505	0.002917
510	0.002790
515	0.002676
520	0.002565
525	0.002456
530	0.002354
535	0.002257
540	0.002163
545	0.002076
550	0.001990
555	0.001909
560	0.001832
565	0.001758
570	0.001688
575	0.001622
580	0.001558
585	0.001498
590	0.001439
595	0.001383
600	0.001331
605	0.001280
610	0.001232
615	0.001184
620	0.001140
625	0.001099
630	0.001057
635	0.001018
640	0.000981
645	0.000944
650	0.000910
655	0.000877
660	0.000845
665	0.000814
670	0.000786
675	0.000758
680	0.000730
685	0.000705
690	0.000680
695	0.000655
700	0.000633
705	0.000611
710	0.000590
715	0.000570
720	0.000550
725	0.000531
730	0.000512
735	0.000495
740	0.000479
745	0.000463
750	0.000447
755	0.000432
760	0.000418
765	0.000404
770	0.000391
775	0.000378
780	0.000366
785	0.000353
790	0.000342
795	0.000331
800	0.000320
805	0.000310
810	0.000300
815	0.000291
820	0.000281
825	0.000272
830	0.000264
835	0.000255
840	0.000247
845	0.000240
850	0.000232
855	0.000224
860	0.000218
865	0.000211
870	0.000204
875	0.000198
880	0.000192
885	0.000186
890	0.000180
895	0.000175
900	0.000169
905	0.000164
910	0.000159
915	0.000154
920	0.000150
925	0.000145
930	0.000141
935	0.000137
940	0.000133
945	0.000129
950	0.000125
955	0.000121
960	0.000118
965	0.000114
970	0.000111
975	0.000108
980	0.000105
985	0.000101
990	0.000099
995	0.000096
1000	0.000093
