100	17.931000
105	14.976000
110	12.645000
115	10.767000
120	9.235000
125	7.972000
130	6.919000
135	6.041000
140	5.305300
145	4.678900
150	4.133800
155	3.677000
160	3.280200
165	2.937700
170	2.634300
175	2.375200
180	2.141100
185	1.937000
190	1.755900
195	1.596900
200	1.456300
205	1.330100
210	1.219300
215	1.116400
220	1.024600
225	0.943800
230	0.869000
235	0.801500
240	0.740600
245	0.685200
250	0.635200
255	0.589600
260	0.547740
265	0.509180
270	0.474440
275	0.442290
280	0.413190
285	0.385980
290	0.360500
295	0.337730
300	0.316560
305	0.296540
310	0.278210
315	0.261150
320	0.245490
325	0.230890
330	0.217180
335	0.204690
340	0.192910
345	0.181950
350	0.171890
355	0.162200
360	0.153370
365	0.144960
370	0.137170
375	0.129780
380	0.122930
385	0.116490
390	0.110490
395	0.104840
400	0.099470
405	0.094440
410	0.089790
415	0.085410
420	0.081200
425	0.077230
430	0.073470
435	0.069950
440	0.066600
445	0.063480
450	0.060550
455	0.057758
460	0.055160
465	0.052654
470	0.050262
475	0.047977
480	0.045858
485	0.043824
490	0.041912
495	0.040050
500	0.038345
505	0.036686
510	0.035083
515	0.033619
520	0.032193
525	0.030862
530	0.029590
535	0.028380
540	0.027195
545	0.026093
550	0.025013
555	0.023993
560	0.023040
565	0.022105
570	0.021222
575	0.020410
580	0.019614
585	0.018826
590	0.018099
595	0.017400
600	0.016744
605	0.016107
610	0.015482
615	0.014893
620	0.014333
625	0.013800
630	0.013294
635	0.012798
640	0.012323
645	0.011870
650	0.011434
655	0.011026
660	0.010622
665	0.010234
670	0.009868
675	0.009519
680	0.009170
685	0.008848
690	0.008532
695	0.008233
700	0.007951
705	0.007667
710	0.007403
715	0.007158
720	0.006909
725	0.006672
730	0.006445
735	0.006221
740	0.006010
745	0.005812
750	0.005614
755	0.005429
760	0.005246
765	0.005079
770	0.004911
775	0.004746
780	0.004589
785	0.004438
790	0.004294
795	0.004150
800	0.004020
805	0.003890
810	0.003767
815	0.003645
820	0.003527
825	0.003411
830	0.003303
835	0.003200
840	0.003099
845	0.003001
850	0.002904
855	0.002815
860	0.002727
865	0.002640
870	0.002557
875	0.002479
880	0.002404
885	0.002330
890	0.002259
895	0.002189
900	0.002122
905	0.002056
910	0.001993
915	0.001934
920	0.001876
925	0.001818
930	0.001763
935	0.001714
940	0.001662
945	0.001613
950	0.001563
955	0.001517
960	0.001473
965	0.001429
970	0.001384
975	0.001346
980	0.001306
985	0.001268
990	0.001232
995	0.001196
1000	0.001161
1005	0.001126
1010	0.001093
1015	0.001061
1020	0.001031
1025	0.001001
1030	0.000973
1035	0.000945
1040	0.000919
1045	0.000892
1050	0.000866
1055	0.000841
1060	0.000818
1065	0.000794
1070	0.000771
1075	0.000750
1080	0.000728
1085	0.000708
1090	0.000688
1095	0.000668
1100	0.000650
1105	0.000632
1110	0.000614
1115	0.000597
1120	0.000579
1125	0.000563
1130	0.000548
1135	0.000533
1140	0.000519
1145	0.000504
1150	0.000490
1155	0.000476
1160	0.000463
1165	0.000451
1170	0.000439
1175	0.000427
1180	0.000415
1185	0.000404
1190	0.000393
1195	0.000382
1200	0.000371
1205	0.000361
1210	0.000352
1215	0.000342
1220	0.000333
1225	0.000324
1230	0.000315
1235	0.000307
1240	0.000299
1245	0.000291
1250	0.000283
1255	0.000275
1260	0.000268
1265	0.000261
1270	0.000254
1275	0.000247
1280	0.000241
1285	0.000235
1290	0.000228
1295	0.000222
1300	0.000216
1305	0.000211
1310	0.000205
1315	0.000200
1320	0.000194
1325	0.000189
1330	0.000184
1335	0.000180
1340	0.000175
1345	0.000170
1350	0.000166
1355	0.000162
1360	0.000157
1365	0.000153
1370	0.000149
1375	0.000145
1380	0.000141
1385	0.000138
1390	0.000134
1395	0.000131
1400	0.000127
1405	0.000124
1410	0.000121
1415	0.000118
1420	0.000115
1425	0.000112
1430	0.000109
1435	0.000106
1440	0.000104
1445	0.000101
1450	0.000098
1455	0.000096
1460	0.000093
1465	0.000091
1470	0.000089
1475	0.000086
1480	0.000084
1485	0.000082
1490	0.000080
1495	0.000078
1500	0.000076
1505	0.000074
1510	0.000072
1515	0.000070
1520	0.000068
1525	0.000067
1530	0.000065
1535	0.000063
1540	0.000062
1545	0.000060
1550	0.000059
1555	0.000057
1560	0.000056
1565	0.000054
1570	0.000053
1575	0.000052
1580	0.000050
1585	0.000049
1590	0.000048
1595	0.000046
1600	0.000045
1605	0.000044
1610	0.000043
1615	0.000042
1620	0.000041
1625	0.000040
1630	0.000039
1635	0.000038
1640	0.000037
1645	0.000036
1650	0.000035
1655	0.000034
1660	0.000033
1665	0.000033
1670	0.000032
1675	0.000031
1680	0.000030
1685	0.000029
1690	0.000029
1695	0.000028
1700	0.000027
1705	0.000027
1710	0.000026
1715	0.000025
1720	0.000025
1725	0.000024
1730	0.000023
1735	0.000023
1740	0.000022
1745	0.000022
1750	0.000021
1755	0.000021
1760	0.000020
1765	0.000020
1770	0.000019
1775	0.000019
1780	0.000018
1785	0.000018
1790	0.000017
1795	0.000017
1800	0.000016
1805	0.000016
1810	0.000016
1815	0.000015
1820	0.000015
1825	0.000015
1830	0.000014
1835	0.000014
1840	0.000013
1845	0.000013
1850	0.000013
1855	0.000013
1860	0.000012
1865	0.000012
1870	0.000012
1875	0.000011
1880	0.000011
1885	0.000011
1890	0.000011
1895	0.000010
1900	0.000010
1905	0.000010
1910	0.000010
1915	0.000009
1920	0.000009
1925	0.000009
1930	0.000009
1935	0.000008
1940	0.000008
1945	0.000008
1950	0.000008
1955	0.000008
1960	0.000007
1965	0.000007
1970	0.000007
1975	0.000007
1980	0.000007
1985	0.000007
1990	0.000006
1995	0.000006
2000	0.000006
