nbin,nData,TotalBkg,DY,VV,W+jets/#gamma,t#bar{t}+x,WWss,Z#gamma,multi-top,VVV,Single t,Higgs,QCD,VLLD-mu_100,VLLD-mu_200,VLLD-mu_300,VLLD-mu_400,VLLD-mu_600,VLLD-mu_800,VLLD-mu_1000,VLLD-ele_100,VLLD-ele_200,VLLD-ele_300,VLLD-ele_400,VLLD-ele_600,VLLD-ele_800,VLLD-ele_1000
1,0,0.000 ± 0.000,0.000 ± 0.000,0.000 ± 0.000,0.000 ± 0.000,0.000 ± 0.000,0.000 ± 0.000,0.000 ± 0.000,0.000 ± 0.000,0.000 ± 0.000,0.000 ± 0.000,0.000 ± 0.000,0.000 ± 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2,0,0.000 ± 0.000,0.000 ± 0.000,0.000 ± 0.000,0.000 ± 0.000,0.000 ± 0.000,0.000 ± 0.000,0.000 ± 0.000,0.000 ± 0.000,0.000 ± 0.000,0.000 ± 0.000,0.000 ± 0.000,0.000 ± 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3,0,0.000 ± 0.000,0.000 ± 0.000,0.000 ± 0.000,0.000 ± 0.000,0.000 ± 0.000,0.000 ± 0.000,0.000 ± 0.000,0.000 ± 0.000,0.000 ± 0.000,0.000 ± 0.000,0.000 ± 0.000,0.000 ± 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4,3,3.168 ± 0.479,0.000 ± 0.000,1.151 ± 0.195,0.890 ± 0.399,0.807 ± 0.164,0.150 ± 0.038,0.000 ± 0.000,0.096 ± 0.020,0.062 ± 0.052,0.000 ± 0.000,0.012 ± 0.004,0.000 ± 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.046,0.000,0.002,0.000,0.000
5,192,192.072 ± 23.009,78.814 ± 22.827,33.985 ± 1.073,26.887 ± 2.207,35.111 ± 1.145,5.083 ± 0.226,4.536 ± 0.678,3.368 ± 0.114,1.876 ± 0.294,1.959 ± 0.631,0.454 ± 0.027,0.000 ± 0.000,45.332,0.167,0.000,0.000,0.000,0.000,0.000,26.800,12.747,3.198,0.388,0.039,0.001,0.000
6,185,185.762 ± 18.812,58.093 ± 18.522,38.879 ± 1.158,38.316 ± 2.644,31.135 ± 1.067,6.112 ± 0.249,2.958 ± 0.552,3.499 ± 0.112,2.566 ± 0.347,3.754 ± 0.941,0.450 ± 0.027,0.000 ± 0.000,43.303,0.000,0.000,0.050,0.003,0.000,0.000,52.970,13.180,6.649,1.527,0.238,0.002,9.595
7,136,136.295 ± 24.698,52.424 ± 24.563,29.162 ± 1.021,24.178 ± 2.103,15.186 ± 0.716,7.334 ± 0.277,2.391 ± 0.500,2.162 ± 0.081,2.417 ± 0.340,0.825 ± 0.449,0.212 ± 0.019,0.004 ± 0.003,0.000,0.085,0.058,0.071,0.009,0.005,71.750,17.879,7.881,8.991,4.416,0.941,0.317,4030.149
Total,517.298,517.298 ± 38.646,189.330 ± 38.307,103.177 ± 1.890,90.270 ± 4.055,82.238 ± 1.729,18.680 ± 0.438,9.885 ± 1.007,9.125 ± 0.180,6.920 ± 0.570,6.539 ± 1.219,1.128 ± 0.043,0.004 ± 0.003,88.634,0.252,0.058,0.121,0.012,0.005,71.750,97.649,34.058,18.884,6.332,1.220,0.320,4039.744
