,Run3Summer22,,,,,,,,,,
,Samples are ordered according to their importance,,,,,,,,,,
,,,,,,,,,,,
,Data,,,,,,,,,,
,sample_subsample,Full DAS string,nEvtTotal,"Lumi (pb-1)
(Golden JSON)",,HLT Trigger,,,,,
,,,,,,,,,,,
,Muon_C,/Muon/Run2022C-ReRecoNanoAODv11-v1/NANOAOD,138018846  ,5010.4000,,,,,,,
,Muon_D,/Muon/Run2022D-ReRecoNanoAODv11-v1/NANOAOD,75494657  ,2970.0000,,,,,,,
,,,,,,,,,,,
,EGamma_C,/EGamma/Run2022C-ReRecoNanoAODv11-v1/NANOAOD,263336263  ,5010.4000,262258077,,,,,,
,EGamma_D,/EGamma/Run2022D-ReRecoNanoAODv11-v1/NANOAOD,88530905  ,2970.0000,,,,,,,
,,,Total,7980.4000,,,,,,,
,,,,,,,,,,,
,,Golden JSON = https://cms-service-dqmdc.web.cern.ch/CAF/certification/Collisions22/Cert_Collisions2022_355100_362760_Golden.json,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,MC (SM backgrounds),,,,,,,,,,
,sample_subsample,Full DAS string,xSec (pb),xSec (pb) (used),nEvtGen,Lumi (pb-1),Status,Comments,,Color codes,
,,,,,,,,,,,job running
,Single W production,,,,,,,,,,job fail
,WGtoLNuG_200to400,/WGtoLNuG-1Jets_PTG-200to400_TuneCP5_13p6TeV_amcatnloFXFX-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v1/NANOAODSIM,2.948e-01 +- 2.878e-03,0.2948,490978,1665461.330,,,,,Not enough events
,WGtoLNuG_400to600,/WGtoLNuG-1Jets_PTG-400to600_TuneCP5_13p6TeV_amcatnloFXFX-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v1/NANOAODSIM,2.220e-02 +- 1.509e-04,0.0222,461654,20795225.225,,,,,
,WGtoLNuG_600toInf,/WGtoLNuG-1Jets_PTG-600_TuneCP5_13p6TeV_amcatnloFXFX-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v3/NANOAODSIM,4.870e-03 +- 4.289e-05,0.0049,484786,99545379.877,,,,,
,,,,,,,,,,,
,Single Z production,,,,,,,,,,
,DYto2L_10to50,/DYto2L-4Jets_MLL-10to50_TuneCP5_13p6TeV_madgraphMLM-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v1/NANOAODSIM,1.745e+04 +- 2.245e+01,17450.0000,154413937,8848.936,,,,,
,DYto2L_50toInf,/DYto2L-4Jets_MLL-50_TuneCP5_13p6TeV_madgraphMLM-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,5.469e+03 +- 2.046e+01,5469.0000,74397637,13603.517,,,,,
,ZGamma_ZGto2LG,/ZGto2LG-1Jets_ntgc_5f_TuneCP5_13p6TeV_madgraphMLM-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,1.080e+00 +- 5.511e-03,1.0800,937276,867848.148,,,,,
,,,,,,,,,,,
,TTBar production,,,,,,,,,,
,TT_TTto2L2Nu,/TTto2L2Nu-3Jets_TuneCP5_13p6TeV_madgraphMLM-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,5.841e+01 +- 2.461e-01,58.4100,30244092,517789.625,1 file,,,,
,TT_TTtoLminusNu,/TTtoLminusNu2Q-3Jets_TuneCP5_13p6TeV_madgraphMLM-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,1.163e+02 +- 4.883e-01,116.3000,37659270,323811.436,2 files,,,,
,TT_TTtoLplusNu,/TTtoLplusNu2Q-3Jets_TuneCP5_13p6TeV_madgraphMLM-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,1.172e+02 +- 4.921e-01,117.2000,38213185,326051.067,,,,,
,,,,,,,,,,,
,Single top production,,,,,,,,,,
,ST_TBbarQ,/TBbarQ_t-channel_4FS_TuneCP5_13p6TeV_powheg-madspin-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,1.238e+02 +- 3.709e-01,123.8000,2973675,24019.992,,,,,
,ST_TBbartoLplusNuBbar,/TBbartoLplusNuBbar-s-channel-4FS_TuneCP5_13p6TeV_amcatnlo-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,2.278e+00 +- 4.011e-04,2.2780,9534100,4185294.118,,,,,
,ST_TQbarto2Q,/TQbarto2Q-t-channel_TuneCP5_13p6TeV_powheg-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,1.300e+02 +- 7.514e-02,130.0000,9534100,73339.231,,,,,
,ST_TQbartoLNu,/TQbartoLNu-t-channel_TuneCP5_13p6TeV_powheg-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,1.300e+02 +- 7.514e-02,130.0000,9082425,69864.808,,,,,
,ST_TbarBQ,/TbarBQ_t-channel_4FS_TuneCP5_13p6TeV_powheg-madspin-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,7.547e+01 +- 2.361e-01,75.4700,1433215,18990.526,,,,,
,ST_TbarBtoLminusNuB,/TbarBtoLminusNuB-s-channel-4FS_TuneCP5_13p6TeV_amcatnlo-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,1.430e+00 +- 4.371e-04,1.4300,785520,549314.685,,,,,
,ST_TbarQto2Q,/TbarQto2Q-t-channel_TuneCP5_13p6TeV_powheg-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,7.856e+01 +- 4.092e-02,7.8560,5552008,706721.996,,,,,
,ST_TbarQtoLNu,/TbarQtoLNu-t-channel_TuneCP5_13p6TeV_powheg-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,7.856e+01 +- 4.092e-02,7.8560,5719520,728044.807,,,,,
,,,,,,,,,,,
,TW,,,,,,,,,,
,TW_TWminusto2L2Nu,/TWminusto2L2Nu_TuneCP5_13p6TeV_powheg-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,3.599e+01 +- 1.292e-02,35.9900,2369680,65842.734,,,,,
,TW_TWminustoLNu2Q,/TWminustoLNu2Q_TuneCP5_13p6TeV_powheg-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,3.599e+01 +- 1.292e-02,35.9900,4643600,129024.729,,,,,
,TW_TbarWplusto2L2Nu,/TbarWplusto2L2Nu_TuneCP5_13p6TeV_powheg-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,3.605e+01 +- 1.296e-02,36.0500,2327688,64568.322,,,,,
,TW_TbarWplustoLNu2Q,/TbarWplustoLNu2Q_TuneCP5_13p6TeV_powheg-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,3.605e+01 +- 1.296e-02,36.0500,4288466,118958.835,,,,,
,,,,,,,,,,,
,TT + V,,,,,,,,,,
,TTV_TTZ,/TTZ-ZtoQQ-1Jets_TuneCP5_13p6TeV_amcatnloFXFX-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,6.819e-01 +- 8.008e-03,0.6819,376687,552407.978,,,,,
,,,,,,,,,,,
,RareTop,,,,,,,,,,
,RareTop_THQ,/THQ_ctcvcp_HIncl_M-125_4FS_TuneCP5_13p6TeV_madgraph-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,7.419e-01 +- 5.018e-04,0.7419,3976039,5359265.400,,,,,
,RareTop_THW,/THW_ctcvcp_HIncl_M-125_5FS_TuneCP5_13p6TeV_madgraph-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,1.332e-01 +- 8.549e-05,0.1332,1985777,14908235.736,,,,,
,RareTop_TTHHto2B,/TTH_Hto2B_M-125_TuneCP5_13p6TeV_powheg-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v3/NANOAODSIM,5.742e-01 +- 6.401e-03,0.5742,2989710,5206739.812,,,,,
,RareTop_TTHHto2Mu,/TTH_Hto2Mu_M-125_TuneCP5_13p6TeV_powheg-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v3/NANOAODSIM,5.742e-01 +- 6.401e-03,0.5742,197248,343517.938,,,,,
,RareTop_TTHHto2Z,/TTH_Hto2Z_4LFilter_M-125_TuneCP5_13p6TeV_powheg-jhugenv752-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,5.607e-01 +- 1.793e-03,0.5607,95869,170980.917,,,,,
,RareTop_TTTT,/TTTT_TuneCP5_13p6TeV_amcatnlo-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,9.652e-03 +- 9.447e-06,0.0097,2396925,248334542.064,,,,,
,RareTop_TTWH,/TTWH_TuneCP5_13p6TeV_madgraph-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,1.253e-03 +- 1.129e-06,0.0013,790196,630643256.185,,,,,
,RareTop_TTWW,/TTWW_TuneCP5_13p6TeV_madgraph-madspin-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,8.160e-03 +- 8.047e-06,0.0082,448443,54956250.000,,,,,
,RareTop_TTWZ,/TTWZ_TuneCP5_13p6TeV_madgraph-pythia8/Run3Summer22NanoAODv11-126X_mcRun3_2022_realistic_v2-v2/NANOAODSIM,2.712e-03 +- 1.523e-06,0.0027,272400,100442477.876,,,,,
,RareTop_TTZH,/TTZH_TuneCP5_13p6TeV_madgraph-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,1.283e-03 +- 8.982e-07,0.0013,798996,622756040.530,,,,,
,RareTop_TTZZ,/TTZZ_TuneCP5_13p6TeV_madgraph-madspin-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,1.558e-03 +- 1.628e-06,0.0016,443238,284491655.969,,,,,
,RareTop_TZQB,/TZQB-Zto2L-4FS_MLL-30_TuneCP5_13p6TeV_amcatnlo-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,7.968e-02 +- 7.800e-05,0.0797,889780,11166917.671,,,,,
,,,,,,,,,,,
,VV,,,,,,,,,,
,VVSS_WpWp,/WpWpJJ_EWK-QCD_TuneCP5_13p6TeV_madgraph-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,5.859e-02 +- 9.252e-05,0.0586,498628,8510462.536,,,,,
,VVSS_WmWm,/WmWmJJ-EWK_TuneCP5_13p6TeV-powheg-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,1.220e-04 +- 2.832e-05,0.0001,149279,1223598360.656,,,,,
,VV_WWto2L2NuOS,/WWto2L2Nu-2Jets_OS_noTop_EW_TuneCP5_13p6TeV_madgraph-madspin-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,3.293e-01 +- 3.441e-04,0.3293,98000,297600.972,,,,,
,VV_WWto2L2NuSS,/WWto2L2Nu-2Jets_SS_noTop_EW_TuneCP5_13p6TeV_madgraph-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v3/NANOAODSIM,2.951e-02 +- 1.827e-05,0.0295,99271,3363978.312,,,,,
,VV_WWto4Q,/WWto4Q_TuneCP5_13p6TeV_powheg-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,5.079e+01 +- 1.816e-02,50.7900,28443500,560021.658,,,,,
,VV_WWtoLNu2Q,/WWtoLNu2Q_TuneCP5_13p6TeV_powheg-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,4.894e+01 +- 1.750e-02,48.9400,25112824,513134.941,3 failed,,,,
,VV_WZto2L2Q,/WZto2L2Q_TuneCP5_13p6TeV_powheg-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,7.568e+00 +- 3.908e-03,7.5680,4167791,550712.341,,,,,
,VV_WZto3LNu,/WZto3LNu_TuneCP5_13p6TeV_powheg-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,4.924e+00 +- 2.370e-03,4.9240,2776339,563838.140,,,,,
,VV_WZtoLNu2Q,/WZtoLNu2Q_TuneCP5_13p6TeV_powheg-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,1.587e+01 +- 7.874e-03,15.8700,8902752,560979.962,,,,,
,VV_ZZto2L2Nu,/ZZto2L2Nu_TuneCP5_13p6TeV_powheg-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,1.031e+00 +- 5.268e-04,1.0310,14555802,14118139.670,,,,,
,VV_ZZto2L2Q,/ZZto2L2Q_TuneCP5_13p6TeV_powheg-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,6.788e+00 +- 3.501e-03,6.7880,14664788,2160398.939,,,,,
,VV_ZZto2Nu2Q,/ZZto2Nu2Q_TuneCP5_13p6TeV_powheg-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,4.826e+00 +- 1.296e-03,4.8260,2909958,602975.135,,,,,
,VV_ZZto4L,/ZZto4L_TuneCP5_13p6TeV_powheg-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,1.390e+00 +- 7.001e-04,1.3900,14629101,10524533.094,,,,,
,,,,,,,,,,,
,VVV,,,,,,,,,,
,VVV_WWW,/WWW_4F_TuneCP5_13p6TeV_amcatnlo-madspin-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,2.328e-01 +- 1.247e-04,0.2328,450000,1932989.691,,,,,
,VVV_WWZ,/WWZ_4F_TuneCP5_13p6TeV_amcatnlo-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,1.851e-01 +- 9.482e-05,0.1851,1313336,7095278.228,2 missing,,,,
,VVV_WZZ,/WZZ_TuneCP5_13p6TeV_amcatnlo-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,6.206e-02 +- 3.689e-05,0.0621,1987058,32018337.093,,,,,
,VVV_ZZZ,/ZZZ_TuneCP5_13p6TeV_amcatnlo-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,1.591e-02 +- 7.828e-06,0.0159,1970234,123836203.646,,,,,
,,,,,,,,,,,
,Higgs,,,,,,,,,,
,Higgs_GGHHto2B,/GluGluHto2B_M-125_TuneCP5_13p6TeV_powheg-minlo-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,3.020e+01 +- 6.029e-03,30.2000,3718000,123112.583,3 failed,,,,
,Higgs_GGHHto2C,/GluGluHto2C_M-125_TuneCP5_13p6TeV_powheg-minlo-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,3.020e+01 +- 6.029e-03,30.2000,4371062,144737.152,,,,,
,Higgs_GGHHto2W,/GluGluHto2Wto2L2Nu_M-125_TuneCP5_13p6TeV_powheg-jhugen752-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,2.312e+01 +- 3.963e-03,23.1200,1494981,64661.808,,,,,
,Higgs_GGHHtoZZ,/GluGluHtoZZto4L_M-125_TuneCP5_13p6TeV_powheg2-JHUGenV752-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,2.316e+01 +- 5.606e-03,23.1600,431809,18644.603,3 failed,,,,
,Higgs_VBFHto2B,/VBFHto2B_M-125_TuneCP5_13p6TeV_powheg-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v3/NANOAODSIM,4.180e+00 +- 6.886e-03,4.1800,3330700,796818.182,,,,,
,Higgs_VBFHto2C,/VBFHto2C_M-125_TuneCP5_13p6TeV_powheg-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v3/NANOAODSIM,4.180e+00 +- 6.886e-03,4.1800,4348092,1040213.397,,,,,
,Higgs_VBFHto2W,/VBFHto2Wto2L2Nu_M-125_TuneCP5_13p6TeV_powheg-jhugen752-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,4.201e+00 +- 6.109e-03,4.2010,1497840,356543.680,,,,,
,Higgs_VBFHto2Z,/VBFHto2Zto4LNoTau_M-125_TuneCP5_13p6TeV_madgraph-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,4.224e+00 +- 2.865e-03,4.2240,896260,212182.765,2 failed,,,,
,Higgs_WminusHHto2B,/WminusH_Hto2B_WtoLNu_M-125_TuneCP5_13p6TeV_powheg-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,1.888e-01 +- 1.121e-05,0.1888,590044,3125233.051,,,,,
,Higgs_WminusHHto2C,/WminusH_Hto2C_WtoLNu_M-125_TuneCP5_13p6TeV_powheg-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,1.887e-01 +- 1.087e-05,0.1887,732400,3881293.058,,,,,
,Higgs_WminusHHto2Z,/WminusH_Hto2Zto4L_M-125_TuneCP5_13p6TeV_powheg2-minlo-HWJ-JHUGenV752-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,5.803e-01 +- 6.114e-04,0.5803,491969,847783.905,,,,,
,Higgs_WplusHHto2B,/WplusH_Hto2B_WtoLNu_M-125_TuneCP5_13p6TeV_powheg-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,2.999e-01 +- 2.086e-05,0.2999,565746,1886448.816,,,,,
,Higgs_WplusHHto2C,/WplusH_Hto2C_WtoLNu_M-125_TuneCP5_13p6TeV_powheg-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,3.000e-01 +- 1.988e-05,0.3000,754430,2514766.667,,,,,
,Higgs_WplusHHto2Z,/WplusH_Hto2Zto4L_M-125_TuneCP5_13p6TeV_powheg2-minlo-HWJ-JHUGenV752-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,9.218e-01 +- 1.085e-03,0.9218,489535,531064.222,1 failed,,,,
,Higgs_ZHHto2B,/ZH_Hto2B_Zto2L_M-125_TuneCP5_13p6TeV_powheg-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,8.545e-02 +- 3.030e-04,0.0855,599100,7011117.613,,,,,
,Higgs_ZHHto2C,/ZH_Hto2C_Zto2L_M-125_TuneCP5_13p6TeV_powheg-pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,8.545e-02 +- 1.515e-04,0.0855,799380,9354944.412,,,,,
,,,,,,,,,,,
,QCD,,,,,,,,,,
,QCDEM_10to30,/QCD_PT-10to30_EMEnriched_TuneCP5_13p6TeV_pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,6.917e+06 +- 3.263e+04,6917000.0000,986169,0.143,,,,,
,QCDEM_30to50,/QCD_PT-30to50_EMEnriched_TuneCP5_13p6TeV_pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,6.701e+06 +- 3.056e+04,6701000.0000,954720,0.142,,,,,
,QCDEM_50to80,/QCD_PT-50to80_EMEnriched_TuneCP5_13p6TeV_pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,2.107e+06 +- 8.518e+03,2107000.0000,929811,0.441,,,,,
,QCDEM_80to120,/QCD_PT-80to120_EMEnriched_TuneCP5_13p6TeV_pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,3.898e+05 +- 1.674e+03,389800.0000,951227,2.440,,,,,
,QCDEM_120to170,/QCD_PT-120to170_EMEnriched_TuneCP5_13p6TeV_pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,7.163e+04 +- 3.250e+02,71630.0000,931334,13.002,,,,,
,QCDEM_170to300,/QCD_PT-170to300_EMEnriched_TuneCP5_13p6TeV_pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,1.786e+04 +- 9.045e+01,17860.0000,1007981,56.438,,,,,
,QCDEM_300toInf,/QCD_PT-300toInf_EMEnriched_TuneCP5_13p6TeV_pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,1.221e+03 +- 6.352e+00,1221.0000,729720,597.641,1 failed,,,,
,QCDMu_15to20,/QCD_PT-15to20_MuEnrichedPt5_TuneCP5_13p6TeV_pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,2.958e+06 +- 1.441e+04,2958000.0000,4415963,1.493,1 failed,,,,
,QCDMu_20to30,/QCD_PT-20to30_MuEnrichedPt5_TuneCP5_13p6TeV_pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,2.678e+06 +- 1.146e+04,2678000.0000,30062749,11.226,1 failed,,,,
,QCDMu_30to50,/QCD_PT-30to50_MuEnrichedPt5_TuneCP5_13p6TeV_pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,1.453e+06 +- 5.792e+03,1453000.0000,32697472,22.503,1 failed,,,,
,QCDMu_50to80,/QCD_PT-50to80_MuEnrichedPt5_TuneCP5_13p6TeV_pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,4.054e+05 +- 1.937e+03,405400.0000,38945847,96.068,1 failed,,,,
,QCDMu_80to120,/QCD_PT-80to120_MuEnrichedPt5_TuneCP5_13p6TeV_pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,9.625e+04 +- 4.586e+02,96250.0000,24614026,255.730,,,,,
,QCDMu_120to170,/QCD_PT-120to170_MuEnrichedPt5_TuneCP5_13p6TeV_pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,2.325e+04 +- 1.057e+02,23250.0000,18526605,796.843,4 failed,,,,
,QCDMu_170to300,/QCD_PT-170to300_MuEnrichedPt5_TuneCP5_13p6TeV_pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,7.737e+03 +- 3.687e+01,7737.0000,36864921,4764.756,,,,,
,QCDMu_300to470,/QCD_PT-300to470_MuEnrichedPt5_TuneCP5_13p6TeV_pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,6.988e+02 +- 3.293e+00,698.8000,30226277,43254.546,,,,,
,QCDMu_470to600,/QCD_PT-470to600_MuEnrichedPt5_TuneCP5_13p6TeV_pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,6.772e+01 +- 4.444e-01,67.7200,18567007,274173.169,,,,,
,QCDMu_600to800,/QCD_PT-600to800_MuEnrichedPt5_TuneCP5_13p6TeV_pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,2.114e+01 +- 9.705e-02,21.1400,19723745,933005.913,,,,,
,QCDMu_800to1000,/QCD_PT-800to1000_MuEnrichedPt5_TuneCP5_13p6TeV_pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,3.900e+00 +- 1.802e-02,3.9000,39316355,10081116.667,,,,,
,QCDMu_1000,/QCD_PT-1000_MuEnrichedPt5_TuneCP5_13p6TeV_pythia8/Run3Summer22NanoAODv12-130X_mcRun3_2022_realistic_v5-v2/NANOAODSIM,1.322e+00 +- 6.098e-03,1.3220,13705539,10367276.097,,,,,
